mass,velocity,angle,drag,gravity,restitution,max_height,range,time
2.316683705656381,18.101435972352405,67.60008953768315,0.21890499833844052,7.019649281090057,0.778877931929819,5.487489596988886,5.112405776482563,12.499999999999611
7.145421715028128,45.4980799715136,59.23845582413748,0.2632831737071455,13.408163202456256,0.8016832163046296,6.265178020593018,6.883157537865181,12.499999999999611
7.297749100352669,20.486318187852163,35.562628820221086,0.09010762121576843,5.468901420959835,0.8496670337696027,5.656016977503668,20.63957540718056,12.499999999999611
2.7398303829185195,37.36794671665674,16.494584881927455,0.03729430237889608,14.896016651050454,0.40200593950743424,3.4101370197954757,38.537222513640124,12.499999999999611
6.403208175367409,49.31011935698576,62.62040684519885,0.033373517573111244,14.983660817310255,0.5553116707068825,23.224253180244627,28.90831321469099,3.491666666666735
8.126949906539554,28.101599719305785,37.148559545605366,0.013330255266091273,13.297294912422217,0.12908243022913962,9.44991027067127,51.81850827504369,12.499999999999611
7.6022660145078955,46.096275375550405,38.847508469544934,0.17433757219283746,7.193793556391732,0.8644572716418532,6.622088609472643,14.968507951902565,12.499999999999611
2.4401071673491064,45.64321570574031,68.96859099868335,0.23125635564845332,10.526731631834405,0.44217699959726775,7.965896073275942,5.660732885203896,12.499999999999611
3.555635645564684,5.345884719097025,72.73854777462553,0.4540212592214502,5.060215844084539,0.10106543810180374,2.1251438994705616,1.2716318469144283,12.499999999999611
6.9692518882531225,19.117186672707263,21.986966041144722,0.46401493195703536,5.621768496703671,0.6354646991696594,1.852208113299145,5.473591585005056,12.499999999999611
6.628745625658522,44.5935164659738,75.38484942526755,0.03000655898200988,5.659318388036317,0.6164082617506585,38.36401185351878,24.63558657041117,12.499999999999611
8.343001450820534,34.16765168728467,12.918983355742574,0.12896670628570506,5.652446543122885,0.8620042571420656,2.4728441076553533,20.71659164171238,12.499999999999611
7.434045383218028,8.072722535260054,29.054395929207,0.3636326538610713,6.084983305136683,0.29555169428423245,1.6098748604832835,4.8648399160623415,12.499999999999611
1.5398081251710307,34.325658112475985,37.56839598205342,0.31587542035915805,13.511781557301312,0.22618792848302452,3.4211398653898675,8.030236696694951,12.499999999999611
